"列號","場站代碼","對象代碼","車號","車廂模組","坑位代碼","坑位名稱","坑位類型","上層坑位代碼","設備序號","現場設備名稱","裝用狀態","盤點人","盤點日期","照片檔名或連結","備註"
"2452","D","TS","114","M1","50-D-TS114-M1-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS114-M1","","","","","","",""
"2453","D","TS","114","M1","50-D-TS114-M1-GPS","GPS機","子件","50-D-TS114-M1","","","","","","",""
"2454","D","TS","114","M1","50-D-TS114-M1-HMI","速度監控HMI","獨立件","50-D-TS114-M1","","","","","","",""
"2455","D","TS","114","M1","50-D-TS114-M1-MC","主控制器總成","總成","50-D-TS114-M1","","","","","","",""
"2456","D","TS","114","M1","50-D-TS114-M1-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS114-M1","","","","","","",""
"2457","D","TS","114","M1","50-D-TS114-M1-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS114-M1","","","","","","",""
"2458","D","TS","114","M1","50-D-TS114-M1-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS114-M1","","","","","","",""
"2459","D","TS","114","M1","50-D-TS114-M1-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS114-M1","","","","","","",""
"2460","D","TS","114","M1","50-D-TS114-M1-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS114-M1","","","","","","",""
"2461","D","TS","114","M1","50-D-TS114-M1-VCU","車輛控制單元(VCU)","獨立件","50-D-TS114-M1","","","","","","",""
"2462","D","TS","114","M1","50-D-TS114-M1-VID","影像連結單元(Video link)","獨立件","50-D-TS114-M1","","","","","","",""
"2463","D","TS","114","M1","50-D-TS114-M1-WIFI","Wi-Fi模組","獨立件","50-D-TS114-M1","","","","","","",""
"2464","D","TS","114","M2","50-D-TS114-M2-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS114-M2","","","","","","",""
"2465","D","TS","114","M2","50-D-TS114-M2-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS114-M2","","","","","","",""
"2466","D","TS","114","M2","50-D-TS114-M2-DMOT-L","驅動馬達-L","獨立件","50-D-TS114-M2","","","","","","",""
"2467","D","TS","114","M2","50-D-TS114-M2-DMOT-R","驅動馬達-R","獨立件","50-D-TS114-M2","","","","","","",""
"2468","D","TS","114","M2","50-D-TS114-M2-ESS","儲能電池(ESS)總成","總成","50-D-TS114-M2","","","","","","",""
"2469","D","TS","114","M2","50-D-TS114-M2-ESS-COOL","冷卻器總成","子件","50-D-TS114-M2-ESS","","","","","","",""
"2470","D","TS","114","M2","50-D-TS114-M2-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS114-M2","","","","","","",""
"2471","D","TS","114","M2","50-D-TS114-M2-PA-IP","IP擴音器","獨立件","50-D-TS114-M2","","","","","","",""
"2472","D","TS","114","M2","50-D-TS114-M2-PAC-L2","客室空調總成-L2","總成","50-D-TS114-M2","","","","","","",""
"2473","D","TS","114","M2","50-D-TS114-M2-PAC-L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS114-M2-PAC-L2","","","","","","",""
"2474","D","TS","114","M2","50-D-TS114-M2-PAC-L2-CTRL","空調控制器KN700-L2","子件","50-D-TS114-M2-PAC-L2","","","","","","",""
"2475","D","TS","114","M2","50-D-TS114-M2-PAC-R1","客室空調總成-R1","總成","50-D-TS114-M2","","","","","","",""
"2476","D","TS","114","M2","50-D-TS114-M2-PAC-R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS114-M2-PAC-R1","","","","","","",""
"2477","D","TS","114","M2","50-D-TS114-M2-PAC-R1-CTRL","空調控制器KN700-R1","子件","50-D-TS114-M2-PAC-R1","","","","","","",""
"2478","D","TS","114","M2","50-D-TS114-M2-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS114-M2","","","","","","",""
"2479","D","TS","114","M2","50-D-TS114-M2-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS114-M2","","","","","","",""
"2480","D","TS","114","M3","50-D-TS114-M3-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS114-M3","","","","","","",""
"2481","D","TS","114","M3","50-D-TS114-M3-ATP-SW","ATP乙太網交換機","獨立件","50-D-TS114-M3","","","","","","",""
"2482","D","TS","114","M3","50-D-TS114-M3-BALISE-L","應答器天線-L","獨立件","50-D-TS114-M3","","","","","","",""
"2483","D","TS","114","M3","50-D-TS114-M3-BALISE-R","應答器天線-R","獨立件","50-D-TS114-M3","","","","","","",""
"2484","D","TS","114","M3","50-D-TS114-M3-BCU","煞車控制單元(BCU)總成","總成","50-D-TS114-M3","","","","","","",""
"2485","D","TS","114","M3","50-D-TS114-M3-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS114-M3-BCU","","","","","","",""
"2486","D","TS","114","M3","50-D-TS114-M3-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS114-M3-BCU","","","","","","",""
"2487","D","TS","114","M3","50-D-TS114-M3-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS114-M3-BCU","","","","","","",""
"2488","D","TS","114","M3","50-D-TS114-M3-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS114-M3-BCU","","","","","","",""
"2489","D","TS","114","M3","50-D-TS114-M3-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS114-M3-BCU","","","","","","",""
"2490","D","TS","114","M3","50-D-TS114-M3-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS114-M3-BCU","","","","","","",""
"2491","D","TS","114","M3","50-D-TS114-M3-BOGIE","轉向架","總成","50-D-TS114-M3","","","","","","",""
"2492","D","TS","114","M3","50-D-TS114-M3-BOGIE-BCAL-AX3L","非動力式煞車卡鉗總成-L3","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2493","D","TS","114","M3","50-D-TS114-M3-BOGIE-BCAL-AX3R","非動力式煞車卡鉗總成-R3","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2494","D","TS","114","M3","50-D-TS114-M3-BOGIE-BCAL-AX4L","非動力式煞車卡鉗總成-L4","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2495","D","TS","114","M3","50-D-TS114-M3-BOGIE-BCAL-AX4R","非動力式煞車卡鉗總成-R4","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2496","D","TS","114","M3","50-D-TS114-M3-BOGIE-WHL-AX3L","非動力式車輪-L3","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2497","D","TS","114","M3","50-D-TS114-M3-BOGIE-WHL-AX3R","非動力式車輪-R3","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2498","D","TS","114","M3","50-D-TS114-M3-BOGIE-WHL-AX4L","非動力式車輪-L4","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2499","D","TS","114","M3","50-D-TS114-M3-BOGIE-WHL-AX4R","非動力式車輪-R4","子件","50-D-TS114-M3-BOGIE","","","","","","",""
"2500","D","TS","114","M3","50-D-TS114-M3-CCU","中央控制單元(CCU)","總成","50-D-TS114-M3","","","","","","",""
"2501","D","TS","114","M3","50-D-TS114-M3-CCU-1030","1030卡板(CCU內)","子件","50-D-TS114-M3-CCU","","","","","","",""
"2502","D","TS","114","M3","50-D-TS114-M3-CCU-1092","1092卡板(CCU內)","子件","50-D-TS114-M3-CCU","","","","","","",""
"2503","D","TS","114","M3","50-D-TS114-M3-CCU-A212","A212卡板(CCU內)","子件","50-D-TS114-M3-CCU","","","","","","",""
"2504","D","TS","114","M3","50-D-TS114-M3-CCU-DIO","DIO-16A/15E卡板","子件","50-D-TS114-M3-CCU","","","","","","",""
"2505","D","TS","114","M3","50-D-TS114-M3-CCU-HIST","HIST V4卡版","子件","50-D-TS114-M3-CCU","","","","","","",""
"2506","D","TS","114","M3","50-D-TS114-M3-CCU-REL","REL V3卡板","子件","50-D-TS114-M3-CCU","","","","","","",""
"2507","D","TS","114","M3","50-D-TS114-M3-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS114-M3","","","","","","",""
"2508","D","TS","114","M3","50-D-TS114-M3-ETH-SW","網管型乙太網路交換器(模組3)","獨立件","50-D-TS114-M3","","","","","","",""
"2509","D","TS","114","M3","50-D-TS114-M3-GMU","速度轉換器 (GMU)","獨立件","50-D-TS114-M3","","","","","","",""
"2510","D","TS","114","M3","50-D-TS114-M3-HSCB","高速斷路器總成","總成","50-D-TS114-M3","","","","","","",""
"2511","D","TS","114","M3","50-D-TS114-M3-PANTO","集電弓總成","總成","50-D-TS114-M3","","","","","","",""
"2512","D","TS","114","M3","50-D-TS114-M3-PANTO-DRV","集電弓主軸驅動器","子件","50-D-TS114-M3-PANTO","","","","","","",""
"2513","D","TS","114","M3","50-D-TS114-M3-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS114-M3","","","","","","",""
"2514","D","TS","114","M3","50-D-TS114-M3-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS114-M3","","","","","","",""
"2515","D","TS","114","M3","50-D-TS114-M3-TDR","行車監視紀錄器總成","總成","50-D-TS114-M3","","","","","","",""
"2516","D","TS","114","M3","50-D-TS114-M3-TDR-CPU","診斷CPU","子件","50-D-TS114-M3-TDR","","","","","","",""
"2517","D","TS","114","M4","50-D-TS114-M4-COOL","冷卻器總成","獨立件","50-D-TS114-M4","","","","","","",""
"2518","D","TS","114","M4","50-D-TS114-M4-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS114-M4","","","","","","",""
"2519","D","TS","114","M4","50-D-TS114-M4-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS114-M4","","","","","","",""
"2520","D","TS","114","M4","50-D-TS114-M4-DMOT-L","驅動馬達-L","獨立件","50-D-TS114-M4","","","","","","",""
"2521","D","TS","114","M4","50-D-TS114-M4-DMOT-R","驅動馬達-R","獨立件","50-D-TS114-M4","","","","","","",""
"2522","D","TS","114","M4","50-D-TS114-M4-ESS","儲能電池(ESS)總成","獨立件","50-D-TS114-M4","","","","","","",""
"2523","D","TS","114","M4","50-D-TS114-M4-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS114-M4","","","","","","",""
"2524","D","TS","114","M4","50-D-TS114-M4-PA-IP","IP擴音器","獨立件","50-D-TS114-M4","","","","","","",""
"2525","D","TS","114","M4","50-D-TS114-M4-PAC/L2","客室空調總成-L2","總成","50-D-TS114-M4","","","","","","",""
"2526","D","TS","114","M4","50-D-TS114-M4-PAC/L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS114-M4-PAC/L2","","","","","","",""
"2527","D","TS","114","M4","50-D-TS114-M4-PAC/L2-CTRL","空調控制器KN700-L2","子件","50-D-TS114-M4-PAC/L2","","","","","","",""
"2528","D","TS","114","M4","50-D-TS114-M4-PAC/R1","客室空調總成-R1","總成","50-D-TS114-M4","","","","","","",""
"2529","D","TS","114","M4","50-D-TS114-M4-PAC/R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS114-M4-PAC/R1","","","","","","",""
"2530","D","TS","114","M4","50-D-TS114-M4-PAC/R1-CTRL","空調控制器KN700-R1","子件","50-D-TS114-M4-PAC/R1","","","","","","",""
"2531","D","TS","114","M4","50-D-TS114-M4-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS114-M4","","","","","","",""
"2532","D","TS","114","M4","50-D-TS114-M4-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS114-M4","","","","","","",""
"2533","D","TS","114","M5","50-D-TS114-M5-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS114-M5","","","","","","",""
"2534","D","TS","114","M5","50-D-TS114-M5-BCU","煞車控制單元(BCU)總成","總成","50-D-TS114-M5","","","","","","",""
"2535","D","TS","114","M5","50-D-TS114-M5-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS114-M5-BCU","","","","","","",""
"2536","D","TS","114","M5","50-D-TS114-M5-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS114-M5-BCU","","","","","","",""
"2537","D","TS","114","M5","50-D-TS114-M5-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS114-M5-BCU","","","","","","",""
"2538","D","TS","114","M5","50-D-TS114-M5-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS114-M5-BCU","","","","","","",""
"2539","D","TS","114","M5","50-D-TS114-M5-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS114-M5-BCU","","","","","","",""
"2540","D","TS","114","M5","50-D-TS114-M5-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS114-M5-BCU","","","","","","",""
"2541","D","TS","114","M5","50-D-TS114-M5-BOGIE","轉向架","總成","50-D-TS114-M5","","","","","","",""
"2542","D","TS","114","M5","50-D-TS114-M5-BOGIE-BCAL-AX5L","動力式煞車卡鉗總成-L5","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2543","D","TS","114","M5","50-D-TS114-M5-BOGIE-BCAL-AX5R","動力式煞車卡鉗總成-R5","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2544","D","TS","114","M5","50-D-TS114-M5-BOGIE-BCAL-AX6L","動力式煞車卡鉗總成-L6","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2545","D","TS","114","M5","50-D-TS114-M5-BOGIE-BCAL-AX6R","動力式煞車卡鉗總成-R6","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2546","D","TS","114","M5","50-D-TS114-M5-BOGIE-GB-AX5L","齒輪箱總成-L5","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2547","D","TS","114","M5","50-D-TS114-M5-BOGIE-GB-AX5R","齒輪箱總成-R5","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2548","D","TS","114","M5","50-D-TS114-M5-BOGIE-GB-AX6L","齒輪箱總成-L6","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2549","D","TS","114","M5","50-D-TS114-M5-BOGIE-GB-AX6R","齒輪箱總成-R6","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2550","D","TS","114","M5","50-D-TS114-M5-BOGIE-TM-AX5L","牽引馬達總成-L5(TM4)","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2551","D","TS","114","M5","50-D-TS114-M5-BOGIE-TM-AX5R","牽引馬達總成-R5(TM2)","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2552","D","TS","114","M5","50-D-TS114-M5-BOGIE-TM-AX6L","牽引馬達總成-L6(TM3)","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2553","D","TS","114","M5","50-D-TS114-M5-BOGIE-TM-AX6R","牽引馬達總成-R6(TM1)","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2554","D","TS","114","M5","50-D-TS114-M5-BOGIE-WHL-AX5L","動力式車輪-L5","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2555","D","TS","114","M5","50-D-TS114-M5-BOGIE-WHL-AX5R","動力式車輪-R5","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2556","D","TS","114","M5","50-D-TS114-M5-BOGIE-WHL-AX6L","動力式車輪-L6","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2557","D","TS","114","M5","50-D-TS114-M5-BOGIE-WHL-AX6R","動力式車輪-R6","子件","50-D-TS114-M5-BOGIE","","","","","","",""
"2558","D","TS","114","M5","50-D-TS114-M5-BPI","BPI界面轉換器","獨立件","50-D-TS114-M5","","","","","","",""
"2559","D","TS","114","M5","50-D-TS114-M5-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS114-M5-CC400","","","","","","",""
"2560","D","TS","114","M5","50-D-TS114-M5-CABAC","駕駛室空調總成","總成","50-D-TS114-M5","","","","","","",""
"2561","D","TS","114","M5","50-D-TS114-M5-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS114-M5-CABAC","","","","","","",""
"2562","D","TS","114","M5","50-D-TS114-M5-CABAC-CTRL","空調控制器KN700","子件","50-D-TS114-M5-CABAC","","","","","","",""
"2563","D","TS","114","M5","50-D-TS114-M5-CABAC-INV","空調變頻器","子件","50-D-TS114-M5-CABAC","","","","","","",""
"2564","D","TS","114","M5","50-D-TS114-M5-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS114-M5","","","","","","",""
"2565","D","TS","114","M5","50-D-TS114-M5-CC400-ACU","ACU卡板","子件","50-D-TS114-M5-CC400","","","","","","",""
"2566","D","TS","114","M5","50-D-TS114-M5-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS114-M5-CC400","","","","","","",""
"2567","D","TS","114","M5","50-D-TS114-M5-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS114-M5-CC400","","","","","","",""
"2568","D","TS","114","M5","50-D-TS114-M5-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS114-M5-CC400","","","","","","",""
"2569","D","TS","114","M5","50-D-TS114-M5-CC400-TCU","TCU卡板","子件","50-D-TS114-M5-CC400","","","","","","",""
"2570","D","TS","114","M5","50-D-TS114-M5-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS114-M5-CC400","","","","","","",""
"2571","D","TS","114","M5","50-D-TS114-M5-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS114-M5-CC400","","","","","","",""
"2572","D","TS","114","M5","50-D-TS114-M5-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS114-M5","","","","","","",""
"2573","D","TS","114","M5","50-D-TS114-M5-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS114-M5","","","","","","",""
"2574","D","TS","114","M5","50-D-TS114-M5-DMOT-L","驅動馬達-L","獨立件","50-D-TS114-M5","","","","","","",""
"2575","D","TS","114","M5","50-D-TS114-M5-DMOT-R","驅動馬達-R","獨立件","50-D-TS114-M5","","","","","","",""
"2576","D","TS","114","M5","50-D-TS114-M5-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS114-M5","","","","","","",""
"2577","D","TS","114","M5","50-D-TS114-M5-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS114-M5","","","","","","",""
"2578","D","TS","114","M5","50-D-TS114-M5-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS114-M5","","","","","","",""
"2579","D","TS","114","M5","50-D-TS114-M5-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS114-M5","","","","","","",""
"2580","D","TS","114","M5","50-D-TS114-M5-GPS","GPS機","子件","50-D-TS114-M5","","","","","","",""
"2581","D","TS","114","M5","50-D-TS114-M5-HMI","速度監控HMI","獨立件","50-D-TS114-M5","","","","","","",""
"2582","D","TS","114","M5","50-D-TS114-M5-MC","主控制器總成","總成","50-D-TS114-M5","","","","","","",""
"2583","D","TS","114","M5","50-D-TS114-M5-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS114-M5","","","","","","",""
"2584","D","TS","114","M5","50-D-TS114-M5-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS114-M5","","","","","","",""
"2585","D","TS","114","M5","50-D-TS114-M5-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS114-M5","","","","","","",""
"2586","D","TS","114","M5","50-D-TS114-M5-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS114-M5","","","","","","",""
"2587","D","TS","114","M5","50-D-TS114-M5-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS114-M5","","","","","","",""
"2588","D","TS","114","M5","50-D-TS114-M5-VCU","車輛控制單元(VCU)","獨立件","50-D-TS114-M5","","","","","","",""
"2589","D","TS","114","M5","50-D-TS114-M5-VID","影像連結單元(Video link)","獨立件","50-D-TS114-M5","","","","","","",""
"2590","D","TS","114","M5","50-D-TS114-M5-WIFI","Wi-Fi模組","獨立件","50-D-TS114-M5","","","","","","",""
"2591","D","TS","115","M1","50-D-TS115-M1-BCU","煞車控制單元(BCU)總成","總成","50-D-TS115-M1","","","","","","",""
"2592","D","TS","115","M1","50-D-TS115-M1-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS115-M1-BCU","","","","","","",""
"2593","D","TS","115","M1","50-D-TS115-M1-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS115-M1-BCU","","","","","","",""
"2594","D","TS","115","M1","50-D-TS115-M1-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS115-M1-BCU","","","","","","",""
"2595","D","TS","115","M1","50-D-TS115-M1-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS115-M1-BCU","","","","","","",""
"2596","D","TS","115","M1","50-D-TS115-M1-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS115-M1-BCU","","","","","","",""
"2597","D","TS","115","M1","50-D-TS115-M1-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS115-M1-BCU","","","","","","",""
"2598","D","TS","115","M1","50-D-TS115-M1-BOGIE","轉向架","總成","50-D-TS115-M1","","","","","","",""
"2599","D","TS","115","M1","50-D-TS115-M1-BOGIE-AHU","輔助液壓單元總成(AHU)","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2600","D","TS","115","M1","50-D-TS115-M1-BOGIE-BCAL-AX1L","動力式煞車卡鉗總成-L1","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2601","D","TS","115","M1","50-D-TS115-M1-BOGIE-BCAL-AX1R","動力式煞車卡鉗總成-R1","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2602","D","TS","115","M1","50-D-TS115-M1-BOGIE-BCAL-AX2L","動力式煞車卡鉗總成-L2","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2603","D","TS","115","M1","50-D-TS115-M1-BOGIE-BCAL-AX2R","動力式煞車卡鉗總成-R2","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2604","D","TS","115","M1","50-D-TS115-M1-BOGIE-EHU","煞車液壓單元總成(EHU)","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2605","D","TS","115","M1","50-D-TS115-M1-BOGIE-GB-AX1L","齒輪箱總成-L1","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2606","D","TS","115","M1","50-D-TS115-M1-BOGIE-GB-AX1R","齒輪箱總成-R1","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2607","D","TS","115","M1","50-D-TS115-M1-BOGIE-GB-AX2L","齒輪箱總成-L2","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2608","D","TS","115","M1","50-D-TS115-M1-BOGIE-GB-AX2R","齒輪箱總成-R2","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2609","D","TS","115","M1","50-D-TS115-M1-BOGIE-TM-AX1L","牽引馬達總成-L1(TM1)","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2610","D","TS","115","M1","50-D-TS115-M1-BOGIE-TM-AX1R","牽引馬達總成-R1(TM3)","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2611","D","TS","115","M1","50-D-TS115-M1-BOGIE-TM-AX2L","牽引馬達總成-L2(TM2)","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2612","D","TS","115","M1","50-D-TS115-M1-BOGIE-TM-AX2R","牽引馬達總成-R2(TM4)","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2613","D","TS","115","M1","50-D-TS115-M1-BOGIE-WHL-AX1L","動力式車輪-L1","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2614","D","TS","115","M1","50-D-TS115-M1-BOGIE-WHL-AX1R","動力式車輪-R1","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2615","D","TS","115","M1","50-D-TS115-M1-BOGIE-WHL-AX2L","動力式車輪-L2","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2616","D","TS","115","M1","50-D-TS115-M1-BOGIE-WHL-AX2R","動力式車輪-R2","子件","50-D-TS115-M1-BOGIE","","","","","","",""
"2617","D","TS","115","M1","50-D-TS115-M1-BPI","BPI界面轉換器","獨立件","50-D-TS115-M1","","","","","","",""
"2618","D","TS","115","M1","50-D-TS115-M1-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS115-M1","","","","","","",""
"2619","D","TS","115","M1","50-D-TS115-M1-CABAC","駕駛室空調總成","總成","50-D-TS115-M1","","","","","","",""
"2620","D","TS","115","M1","50-D-TS115-M1-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS115-M1-CABAC","","","","","","",""
"2621","D","TS","115","M1","50-D-TS115-M1-CABAC-CTRL","空調控制器KN700","子件","50-D-TS115-M1-CABAC","","","","","","",""
"2622","D","TS","115","M1","50-D-TS115-M1-CABAC-INV","空調變頻器","子件","50-D-TS115-M1-CABAC","","","","","","",""
"2623","D","TS","115","M1","50-D-TS115-M1-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS115-M1","","","","","","",""
"2624","D","TS","115","M1","50-D-TS115-M1-CC400-ACU","ACU卡板","子件","50-D-TS115-M1-CC400","","","","","","",""
"2625","D","TS","115","M1","50-D-TS115-M1-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS115-M1-CC400","","","","","","",""
"2626","D","TS","115","M1","50-D-TS115-M1-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS115-M1-CC400","","","","","","",""
"2627","D","TS","115","M1","50-D-TS115-M1-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS115-M1-CC400","","","","","","",""
"2628","D","TS","115","M1","50-D-TS115-M1-CC400-TCU","TCU卡板","子件","50-D-TS115-M1-CC400","","","","","","",""
"2629","D","TS","115","M1","50-D-TS115-M1-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS115-M1-CC400","","","","","","",""
"2630","D","TS","115","M1","50-D-TS115-M1-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS115-M1-CC400","","","","","","",""
"2631","D","TS","115","M1","50-D-TS115-M1-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS115-M1","","","","","","",""
"2632","D","TS","115","M1","50-D-TS115-M1-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS115-M1","","","","","","",""
"2633","D","TS","115","M1","50-D-TS115-M1-DMOT-L","驅動馬達-L","獨立件","50-D-TS115-M1","","","","","","",""
"2634","D","TS","115","M1","50-D-TS115-M1-DMOT-R","驅動馬達-R","獨立件","50-D-TS115-M1","","","","","","",""
"2635","D","TS","115","M1","50-D-TS115-M1-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS115-M1","","","","","","",""
"2636","D","TS","115","M1","50-D-TS115-M1-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS115-M1","","","","","","",""
"2637","D","TS","115","M1","50-D-TS115-M1-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS115-M1","","","","","","",""
"2638","D","TS","115","M1","50-D-TS115-M1-GPS","GPS機","子件","50-D-TS115-M1","","","","","","",""
"2639","D","TS","115","M1","50-D-TS115-M1-HMI","速度監控HMI","獨立件","50-D-TS115-M1","","","","","","",""
"2640","D","TS","115","M1","50-D-TS115-M1-MC","主控制器總成","總成","50-D-TS115-M1","","","","","","",""
"2641","D","TS","115","M1","50-D-TS115-M1-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS115-M1","","","","","","",""
"2642","D","TS","115","M1","50-D-TS115-M1-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS115-M1","","","","","","",""
"2643","D","TS","115","M1","50-D-TS115-M1-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS115-M1","","","","","","",""
"2644","D","TS","115","M1","50-D-TS115-M1-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS115-M1","","","","","","",""
